;Titel;Autor_normalisiert;Jahr;Geschlecht;all_words_count;anteil_Bilder;anteil_Taschen;anteil_Pflanzen;anteil_Kleidung;anteil_Schmuck;anteil_Gerueche;anteil_Pflanzenteile;anteil_helligkeitsspezifisch;anteil_Dekorationsgegenstaende;anteil_Gartenanlagen;anteil_Kunstobjekte;anteil_Ornamente;anteil_Muster;anteil_aussehensspezifisch;anteil_Emotionen;anteil_Wege;anteil_Stoffe;anteil_Kleidungsteile;anteil_Heimtextilien;anteil_oberflaechenspezifisch;anteil_Gruenflaechen;anteil_Aufmachung;anteil_Zimmer;anteil_Farben;anteil_Moebel;anteil_Kommunikationsverben;anteil_Holz;anteil_Charaktereigenschaften;anteil_Gebaeudeteile;anteil_formspezifisch;anteil_Waelder;anteil_Koerperteile;anteil_Haushaltsgegenstaende;anteil_Bauwerke;anteil_konkret;anteil_abstrakt;anteil_['rot', 'blau', 'grün'];anteil_['Kleid', 'Mantel', 'Hut'];anteil_['Finger', 'Ohr', 'Nase']
614;Reisen vor der Sündfluth;Klinger, Friedrich Maximilian;1795;m;79796;7.519173893428242e-05;6.265978244523535e-05;0.0009398967366785;0.0004386184771166;0.0001503834778685;0.0003258308687152;0.0;0.0010276204321018;0.0;0.0003258308687152;0.0001002556519123;0.0;0.0;0.0009524286931675;0.0243621234147075;0.0004135545641385;8.772369542332949e-05;1.253195648904707e-05;7.519173893428242e-05;0.0001629154343576;0.0003508947816933;5.012782595618828e-05;0.0005263421725399;0.0005012782595618;0.0006391297809414;0.0038473106421374;3.759586946714121e-05;0.0153391147425936;0.0006641936939194;0.0002130432603138;0.0001754473908466;0.0056644443330492;3.759586946714121e-05;0.0009023008672113;0.014913028221966;0.0397012381573011;1.253195648904707e-05;0.0001629154343576;0.0005263421725399
615;Der Traum des Herrn Brick;Adolph, Friedrich Ludwig;1856;m;155322;5.794414184725924e-05;0.0001352029976436;0.0007468356060313;0.0004249237068799;0.000244653043355;0.0001738324255417;6.438237983028805e-06;0.0003412266131005;0.0;0.0001867089015078;2.575295193211522e-05;2.575295193211522e-05;0.0;0.0006502620362859;0.0197203229420172;0.0005472502285574;0.000244653043355;3.2191189915144026e-05;6.438237983028805e-05;9.657356974543208e-05;0.0002768442332702;4.506766588120163e-05;0.0002897207092362;0.0003476648510835;0.0005536884665404;0.0019057184429765;3.2191189915144026e-05;0.0156191653468278;0.0005150590386423;0.0005665649425065;9.013533176240328e-05;0.0034187043689882;0.0001545177115926;0.0012168269787924;0.0115115695136555;0.0353394882888451;5.794414184725924e-05;0.0001094500457114;0.0002961589472193
616;Geschichte Peter Clausens;Knigge, Adolph Freiherr;1783;m;108218;0.0001108872830767;0.0003973460976916;0.000748489160768;0.0016448280323051;0.0002494963869226;0.0002587369938457;1.8481213846125413e-05;0.000304940028461;0.0;0.0003788648838455;3.6962427692250826e-05;1.8481213846125413e-05;1.8481213846125413e-05;0.0006745643053835;0.0247740671607311;0.0005359552015376;0.0002032933523073;4.6203034615313536e-05;0.0001386091038459;5.544364153837624e-05;0.0002587369938457;0.000157090317692;0.0007577297676911;0.0008039328023064;0.000896338871537;0.0025596481176883;3.6962427692250826e-05;0.0157921972315141;0.0016078656046129;0.0004805115599992;0.0001108872830767;0.0050453713799922;0.0002679776007688;0.0020329335230737;0.0182964017076641;0.0405662643922452;0.0001940527453843;0.0005082333807684;0.000443549132307
617;Die Verirrungen des Philosophen oder Geschichte Ludwigs von Seelberg;Knigge, Adolph Freiherr;1787;m;101158;0.0001581684098143;9.885525613396864e-05;0.0006919867929377;0.0003954210245358;6.919867929377804e-05;0.0003163368196286;1.977105122679373e-05;0.0003459933964688;0.0;0.0001186263073607;2.9656576840190592e-05;0.0;1.977105122679373e-05;0.00052393285751;0.0313173451432412;0.0009391249332727;0.0001087407817473;5.9313153680381185e-05;7.908420490717492e-05;0.0001285118329741;6.919867929377804e-05;9.885525613396864e-05;0.0005535894343502;0.0002570236659483;0.0005535894343502;0.0019672195970659;0.0;0.0232507562427094;0.0007117578441645;0.0006030170624172;9.885525613396865e-06;0.0049032207042448;0.0001482828842009;0.0014136301627157;0.0134245437829929;0.0545681013859506;3.954210245358746e-05;0.0001186263073607;0.0002273670891081
618;Friedel Polten und ihre Rangen;Koch, Henny;1890;f;94066;5.3154168349881995e-05;0.0002232475070695;0.0007973125252482;0.0015946250504964;0.0003082941764293;0.000414602513129;7.44158356898348e-05;0.0011268683690174;1.06308336699764e-05;0.0006591116875385;6.37850020198584e-05;5.3154168349881995e-05;0.0001382008377096;0.0018391342249059;0.0219739331958412;0.0008398358599281;0.0004783875151489;0.0001913550060595;0.0002338783407394;0.000435864180469;0.0006272191865286;0.0002764016754193;0.0012969617077371;0.0021899517360151;0.0018391342249059;0.0033274509387026;8.50466693598112e-05;0.0126932154019518;0.0042629643016605;0.000414602513129;0.0002976633427593;0.0161588671783641;0.0006378500201985;0.0017221950545361;0.0393447154125826;0.034667148597793;0.0006484808538685;0.0006378500201985;0.0007441583568983
619;Der jüdische Gil Blas;Kohn, Joseph Seligmann;1834;m;37586;5.321130208056191e-05;0.000292662161443;0.0005055073697653;0.0009311977864098;0.0003724791145639;0.0003724791145639;0.0;0.0009578034374501;2.660565104028095e-05;0.0;5.321130208056191e-05;0.0;7.981695312084287e-05;0.0007981695312084;0.0154046719523226;0.0005587186718459;0.0003990847656042;0.0001064226041611;0.0002394508593625;0.0001064226041611;7.981695312084287e-05;7.981695312084287e-05;0.0010908316926515;0.0006119299739264;0.0009311977864098;0.0022614803384238;2.660565104028095e-05;0.0113340073431596;0.0026871707550683;0.0001330282552014;2.660565104028095e-05;0.0053211302080561;0.0005853243228861;0.0023412972915447;0.0197679987229287;0.0267386792954823;5.321130208056191e-05;0.0001596339062416;0.0002660565104028
620;Am Pflug;Kompert, Leopold;1855;m;103066;1.9405041429763457e-05;3.881008285952691e-05;0.0007956066986203;0.0003492907457357;0.0001455378107232;0.0004172083907399;2.910756214464518e-05;0.0015135932315215;0.0;8.732268643393553e-05;0.0;0.0;1.9405041429763457e-05;0.0007082840121863;0.0211709001998719;0.0005627462014631;0.0005918537636077;4.851260357440863e-05;6.791764500417208e-05;0.0002134554557273;0.0032503444394853;0.0001067277278636;0.0010090621543476;0.0007082840121863;0.0010187646750625;0.0054334116003337;2.910756214464518e-05;0.0106145576620806;0.0016979411251043;0.0003686957871655;0.0002522655385869;0.0111287912599693;0.0002328604971571;0.003027186463043;0.0284380882153183;0.0317854578619525;0.0002522655385869;8.732268643393553e-05;0.0003395882250208
621;Die Vestalinnen, Band 1;Kraft, Robert;1904;m;182943;4.3729467648393216e-05;0.0003662342915552;0.0006450096478137;0.0009675144717206;0.0004208961261157;0.0006067463636214;3.8263284192344065e-05;0.0008417922522315;5.466183456049152e-06;0.0002077149713298;4.919565110444237e-05;5.466183456049152e-06;6.559420147258983e-05;0.0012900192956275;0.0149718764861186;0.0007925966011271;0.0006395434643577;0.0002405120720661;0.0002951739066266;0.0002022487878738;0.0002186473382419;0.0002186473382419;0.0011314999754021;0.0008855217198799;0.0010932366912098;0.0045970602865373;0.0001093236691209;0.0099211229727292;0.0030227994511951;0.0004263623095718;0.0005903478132533;0.0103638838326691;0.0008144613349513;0.0011806956265066;0.0277791443236417;0.0248929994588478;0.0002678429893464;0.0002077149713298;0.0005138212448686
622;Die Vestalinnen, Band 2;Kraft, Robert;1904;m;186162;5.371665538616903e-05;0.0003330432633942;0.0011817664184957;0.0008057498307925;0.0002041232904674;0.000461963236321;9.668997969510428e-05;0.0010474747800302;0.0;0.0003384149289328;4.2973324308935226e-05;0.0;6.983165200201975e-05;0.0012086247461888;0.01502992017705;0.0007627765064836;0.0004351049086279;0.0002363532836991;0.0003330432633942;0.0001718932972357;0.0003384149289328;0.0003061849357011;0.0013268013880383;0.0009776431280282;0.0012408547394205;0.0043564207518183;8.057498307925356e-05;0.0098516345978234;0.0027019477659243;0.0004028749153962;0.0005049365606299;0.0115061075837174;0.0009024398104876;0.0012408547394205;0.0293131788442324;0.0248815547748735;0.0002041232904674;0.0001665216316971;0.0005264232227844
623;Die Vestalinnen, Band 3;Kraft, Robert;1904;m;214749;3.725279279530987e-05;0.0003632147297542;0.0009313198198827;0.0007310860586079;0.0005029127027366;0.0003399317342572;3.259619369589614e-05;0.0008568142342921;4.656599099413734e-06;9.778858108768842e-05;2.328299549706867e-05;9.313198198827468e-06;6.0535788292378546e-05;0.0011688063739528;0.0148592077262292;0.0007636822523038;0.0005587918919296;0.0001722941666783;0.0002235167567718;0.0001396979729824;0.0003213053378595;0.0001676375675788;0.0009173500225845;0.001182776171251;0.0010011688063739;0.0042281919822676;0.0001257281756841;0.009792827906067;0.0024586843244904;0.0003352751351577;0.0004051241216489;0.0102584878160084;0.0010523913964675;0.0007916218469003;0.0260350455648221;0.0246520356322963;0.0004051241216489;0.0001676375675788;0.000563448491029
624;Schillers Heimatjahre;Kurz, Hermann;1843;m;200121;6.995767560625822e-05;0.0002648397719379;0.0009544225743425;0.0009744104816585;0.0001898851195027;0.0005296795438759;4.4972791461166e-05;0.0009644165280005;4.996976829018444e-06;0.0003897641926634;7.495465243527666e-05;9.993953658036887e-06;2.9981860974110663e-05;0.0010693530414099;0.0197630433587679;0.0013142049060318;0.0002398548877928;0.0001049365134093;0.0001748941890156;0.0002198669804768;0.0002348579109638;0.0002998186097411;0.0011942774621354;0.0009993953658036;0.0014990930487055;0.0038526691351732;0.0001099334902384;0.014646139085853;0.003537859594945;0.0003897641926634;0.0006496069877723;0.0091394706202747;0.0007545435011817;0.0022986093413484;0.028732616766856;0.034409182444621;0.0002698367487669;0.0002698367487669;0.0003447914012022
625;Tropenarzt im Afrikanischen Busch;Külz, Ludwig;1906;m;100309;8.972275668185307e-05;0.0001196303422424;0.0013458413502277;0.0003788294171011;0.0002193222941111;0.0002392606844849;9.969195186872564e-05;0.0013159337646671;9.969195186872564e-06;0.0003588910267274;3.9876780747490255e-05;9.969195186872564e-06;3.9876780747490255e-05;0.0011364882513034;0.0096501809408926;0.0010866422753691;0.0003788294171011;9.969195186872564e-06;0.0004187061978486;0.0001395687326162;0.0007277512486416;6.978436630810795e-05;0.0005981517112123;0.0016249788154602;0.0004984597593436;0.0010268271042478;5.981517112123538e-05;0.0085635386655235;0.0025720523582131;0.0004486137834092;0.0005283673449042;0.0037284789998903;0.0004585829785961;0.0017346399625158;0.0204866961090231;0.0182137196064161;0.0001595071229899;2.990758556061769e-05;0.0001894147085505
626;Quinctius Heymeran von Flaming;Lafontaine, August;1795;m;296101;1.6886130070482705e-05;9.79395544087997e-05;0.0010266767082853;0.0006180323605796;0.0001925018828035;0.0003140820193109;0.0001215801365074;0.0008240431474395;0.0;0.0006180323605796;6.754452028193082e-05;0.0;3.377226014096541e-06;0.001715630815161;0.05072593473173;0.0005842601004387;0.0002296513689585;2.701780811277233e-05;9.79395544087997e-05;0.0001182029104933;0.0002195196909162;0.0007598758531717;0.0012022924610183;0.0007125946889743;0.0008814559896791;0.0045693867970726;3.377226014096541e-05;0.0199357651612118;0.0020499761905566;0.0002262741429444;0.0001891246567894;0.012664597552862;0.0002060107868598;0.0013340042755681;0.0271528971533361;0.0706616998929419;0.0001823702047612;0.0002093880128739;0.0002161424649021
627;Haß;Landsberger, Artur;1915;m;79546;5.0285369471752195e-05;0.0002765695320946;0.000201141477887;0.0005531390641892;5.0285369471752195e-05;0.0003394262439343;0.0;0.0002514268473587;0.0;0.0001257134236793;0.0;0.0;1.2571342367938049e-05;0.0004777110099816;0.0210821411510321;0.0005405677218213;0.000188570135519;0.0001508561084152;8.799939657556634e-05;6.285671183969024e-05;0.0002262841626228;0.0001257134236793;0.0018354159857189;0.0002891408744625;0.001621703165464;0.0089885097930757;1.2571342367938049e-05;0.0118924898800693;0.0024388404193799;0.000201141477887;2.5142684735876097e-05;0.0088502250270283;0.0001759987931511;0.0008674226233877;0.0200387197344932;0.0329746310311015;0.0001382847660473;0.0002639981897266;0.0001005707389435
628;Wolfs Geschichten um ein Bürgerhaus -- Erstes Buch: Im Schatten Napoleons;Langewiesche, Wilhelm;1919;m;67734;4.4290902648595976e-05;0.0001771636105943;0.0009153453214043;0.0006053090028641;0.0005167271975669;0.0003838544896211;0.0;0.0008562907845395;2.952726843239732e-05;0.0006495999055127;7.38181710809933e-05;2.952726843239732e-05;4.4290902648595976e-05;0.0012401452741606;0.0178049428647355;0.0009596362240529;0.0003543272211887;0.0002214545132429;0.0001476363421619;0.0001328727079457;0.0002509817816753;0.0001623999763781;0.0008858180529719;0.0012401452741606;0.0011072725662148;0.0026574541589157;0.0001033454395133;0.0124014527416068;0.0024212360114565;0.0005610181002155;0.0001623999763781;0.0047834174860483;0.0004871999291345;0.0030560722827531;0.0226031239850001;0.0302063956063424;0.0003100363185401;0.0001033454395133;0.0001476363421619
629;Wolfs Geschichten um ein Bürgerhaus – Zweites Buch: Vor Bismarcks Aufgang;Langewiesche, Wilhelm;1919;m;62805;0.00020698988934;0.00014330069262;0.00081203725818;0.0007165034631;0.00025475678688;0.00027067908606;3.184459836000318e-05;0.00081203725818;3.184459836000318e-05;0.00049359127458;0.00014330069262;0.0;7.961149590000795e-05;0.0012419393360401;0.0144096807579014;0.00060504736884;0.00014330069262;0.0001592229918;0.00014330069262;0.00014330069262;0.0002388344877;0.0001592229918;0.00097126024998;0.0015444630204601;0.00078019265982;0.0033118382294403;4.776689754000478e-05;0.0122442480694212;0.0020380542950402;0.00030252368442;0.00022291218852;0.0047766897540004;0.00058912506966;0.0026749462622402;0.020778600429902;0.0266539288273226;0.00038213518032;0.00012737839344;0.00012737839344
630;Frau Aleit;Lauff, Joseph von;1905;m;114396;6.99325151229064e-05;0.0002797300604916;0.0011888527570894;0.0014510996888003;0.0002972131892723;0.0010140214692821;0.0001311234658554;0.0011626280639183;4.37078219518165e-05;0.0003059547536627;5.24493863421798e-05;5.24493863421798e-05;0.0001048987726843;0.0020018182453931;0.0191352844505052;0.0005419769922025;0.0005507185565928;0.0003758872687856;0.000507010734641;0.0003758872687856;0.0011626280639183;0.0003758872687856;0.0015822231546557;0.001853211650757;0.0022553236127137;0.0030682891010175;9.615720829399628e-05;0.0121245498094338;0.0037850973810273;0.0007168082800097;0.0001398650302458;0.0168187698870589;0.0013986503024581;0.0017657960068533;0.0424577782439945;0.0312598342599391;0.0002535053673205;0.0002010559809783;0.0011713696283086
631;Anne-Susanne;Lauff, Joseph von;1915;m;89952;0.0001000533617929;0.0001334044823906;0.0016230878690857;0.0015675026680896;0.0004891497687655;0.0011450551405193;0.0001334044823906;0.0017676093916755;3.335112059765208e-05;0.0003001600853788;4.446816079686944e-05;6.670224119530417e-05;0.0002223408039843;0.0017342582710779;0.0200551405193881;0.0007003735325506;0.0006003201707577;0.0002001067235859;0.0006559053717538;0.0006225542511561;0.0009782995375311;0.0003668623265741;0.0013896300249021;0.002612504446816;0.0023901636428317;0.0030571860547847;0.0002668089647812;0.011461668445393;0.0043467627178939;0.0006781394521522;0.0001889896833866;0.018209711846318;0.0010894699395233;0.0028014941302027;0.0474586446104589;0.0315168089647812;0.0004446816079686;0.0002112237637851;0.0009449484169334
632;Die Brinkschulte;Lauff, Joseph von;1913;m;95469;2.0949208643643485e-05;0.0002409158994019;0.0015397668353077;0.0012360033099749;0.0007122730938838;0.0011207826624349;0.00011522064754;0.001874954173606;6.284762593093046e-05;0.0003666111512637;2.0949208643643485e-05;3.142381296546523e-05;0.0002409158994019;0.001644512878526;0.0180896416637861;0.0008693921587112;0.0004504079858383;0.0002199666907582;0.0005027810074474;0.0005656286333783;0.0014350207920895;0.0003666111512637;0.0018435303606406;0.0018435303606406;0.0017806827347096;0.0031842797138338;0.0002618651080455;0.0114592171280729;0.0037813321601776;0.0006180016549874;0.0001675936691491;0.0171259780661785;0.0010055620148948;0.001937801799537;0.0440038127559731;0.0295488587918591;0.0004504079858383;0.0001780682734709;0.0013721731661586
633;Kärrekiek;Lauff, Joseph von;1902;m;69356;0.0001009285425918;0.0001297652690466;0.0030134379145279;0.001917642309245;0.0005623161658688;0.0013409077801487;0.0003316223542303;0.0021483361208835;0.0001874387219562;0.0004469692600495;0.0001297652690466;8.651017936443855e-05;0.0003027856277755;0.001845550493108;0.014476036680316;0.0005623161658688;0.0003172039910029;0.0004758059865044;0.001066958878828;0.0007353365245977;0.000994867062691;0.0002451121748659;0.0017590403137435;0.0040659784301286;0.0020041524886094;0.0030566930042101;0.000144183632274;0.0116644558509717;0.0046282945959974;0.0007785916142799;0.0001009285425918;0.016638791164427;0.0012399792375569;0.0023213564796124;0.0506228732914239;0.0261404925312878;0.0007209181613703;0.0003316223542303;0.0008795201568717
634;Marie Verwahnen;Lauff, Joseph von;1903;m;62644;0.0001915586488729;0.0001596322073941;0.0015005427495051;0.0019315497094693;0.0004150437392248;0.001420726645808;0.0001436689866547;0.0022029244620394;4.788966221824915e-05;0.0004150437392248;9.57793244364983e-05;4.788966221824915e-05;0.0002075218696124;0.0025062256560883;0.0205925547538471;0.0006225656088372;0.0005427495051401;0.0002234850903518;0.0007183449332737;0.0005108230636613;0.0012451312176744;0.0005267862844007;0.0020273290339058;0.0032724602515803;0.0019634761509482;0.0030968648234467;0.0001596322073941;0.0131856203307579;0.0050443777536555;0.000846050699189;0.0001277057659153;0.0202732903390588;0.0007023817125343;0.0025221888768277;0.0526147755571163;0.033778175084605;0.0003831172977459;0.0002873379733094;0.0009099035821467
635;Pittje Pittjewitt;Lauff, Joseph von;1903;m;107146;0.000111996714763;0.0002426595486532;0.0017732813170813;0.0020812722826797;0.0003919885016706;0.0011759655050118;9.333059563586134e-05;0.0014372911727922;8.399753607227521e-05;0.0004853190973064;6.533141694510294e-05;7.466447650868908e-05;0.0001213297743266;0.0021839359378791;0.0186754521867358;0.000606648871633;0.0005413174546879;0.0003266570847255;0.0004479868590521;0.0005506505142515;0.0011572993858846;0.0002799917869075;0.0017079499001362;0.0027625856308214;0.0020252739252981;0.002659921975622;0.0005693166333787;0.0114423310249566;0.003630560170235;0.0008959737181042;0.0001213297743266;0.0152035540290818;0.0009706381946129;0.0021839359378791;0.0443040337483433;0.0301177832116924;0.0004386537994885;0.0002519926082168;0.0009893043137401
