;Titel;Autor_normalisiert;Jahr;Geschlecht;all_words_count;anteil_Bilder;anteil_Taschen;anteil_Pflanzen;anteil_Kleidung;anteil_Schmuck;anteil_Gerueche;anteil_Pflanzenteile;anteil_helligkeitsspezifisch;anteil_Dekorationsgegenstaende;anteil_Gartenanlagen;anteil_Kunstobjekte;anteil_Ornamente;anteil_Muster;anteil_aussehensspezifisch;anteil_Emotionen;anteil_Wege;anteil_Stoffe;anteil_Kleidungsteile;anteil_Heimtextilien;anteil_oberflaechenspezifisch;anteil_Gruenflaechen;anteil_Aufmachung;anteil_Zimmer;anteil_Farben;anteil_Moebel;anteil_Kommunikationsverben;anteil_Holz;anteil_Charaktereigenschaften;anteil_Gebaeudeteile;anteil_formspezifisch;anteil_Waelder;anteil_Koerperteile;anteil_Haushaltsgegenstaende;anteil_Bauwerke;anteil_konkret;anteil_abstrakt;anteil_['rot', 'blau', 'grün'];anteil_['Kleid', 'Mantel', 'Hut'];anteil_['Finger', 'Ohr', 'Nase']
949;Kleopatra;Ebers, Georg;1894;m;140248;0.0001140836232958;4.991158519194569e-05;0.0003493810963436;0.0005347669841994;0.0006631110604072;0.0005205065312874;4.2781358735953455e-05;0.0013618732530945;7.130226455992242e-06;0.0011622269123267;0.0004777251725514;0.0;1.4260452911984484e-05;0.0009911014773829;0.0249415321430608;0.0007058924191432;0.0003279904169756;9.269294392789915e-05;0.0003565113227996;0.0001639952084878;0.0001497347555758;0.0003208601905196;0.0007344133249672;0.0011764873652387;0.0003921624550795;0.0020820261251497;2.852090582396897e-05;0.0154298100507672;0.0022388911071815;0.0005632878900233;2.852090582396897e-05;0.0110375905538759;0.0003279904169756;0.0025027094860532;0.0274371114026581;0.040371342193828;0.0002281672465917;0.0002352974730477;0.0004206833609035
950;Bebuquin;Einstein, Carl;1912;m;12988;0.0;7.69941484447182e-05;0.0006929473360024;0.0013089005235602;0.001077918078226;0.0006159531875577;0.0;0.0010009239297813;0.0;0.0004619648906683;7.69941484447182e-05;0.0004619648906683;0.0;0.0015398829688943;0.0184785956267323;0.0006929473360024;0.0004619648906683;7.69941484447182e-05;0.0014628888204496;0.0003079765937788;0.0;7.69941484447182e-05;0.001077918078226;0.001616877117339;0.0030797659377887;0.0038497074222359;7.69941484447182e-05;0.0116261164151524;0.00408068986757;0.0006159531875577;0.0003079765937788;0.0104712041884816;0.0006929473360024;0.0014628888204496;0.033877425315676;0.0301047120418848;0.0004619648906683;0.0003079765937788;0.0009239297813366
951;Frieden I;Eschstruth, Nataly von;1899;f;57135;0.0004725649776844;0.0001575216592281;0.0008576179224643;0.0010851492080161;0.0006125842303316;0.0016277238120241;0.0001050144394854;0.0023453224818412;0.0;0.0007526034829789;1.7502406580904875e-05;1.7502406580904875e-05;0.0001400192526472;0.0025378489542312;0.038260260785858;0.0008926227356261;0.000350048131618;0.0001050144394854;0.0004550625711035;0.0008226131093025;0.000175024065809;0.0002275312855517;0.0016977334383477;0.0017327382515095;0.0015052069659578;0.0023628248884221;3.500481316180975e-05;0.0213004288089612;0.0021702984160322;0.0005075697908462;3.500481316180975e-05;0.0166972958781832;0.0004900673842653;0.0012601732738251;0.0398879845978821;0.0595606895948192;0.0002800385052944;0.0006650914500743;0.0002800385052944
952;Frieden II;Eschstruth, Nataly von;1905;f;51169;0.0002736031581621;0.0002540600754362;0.001035783384471;0.0008794387226641;0.0008989818053899;0.001485274287166;7.817233090347671e-05;0.0021497390998456;3.9086165451738354e-05;0.0003126893236139;3.9086165451738354e-05;1.9543082725869177e-05;0.0001172584963552;0.0016220758662471;0.0351384627411127;0.0009576110535675;0.0003908616545173;7.817233090347671e-05;0.0004104047372432;0.0003713185717915;0.0002736031581621;0.0002149739099845;0.001934765189861;0.0016025327835212;0.0013484727080849;0.0022083683480232;3.9086165451738354e-05;0.0213410463366491;0.0025992300025406;0.0004104047372432;0.000136801579081;0.0163575602415525;0.0007230940608571;0.0013875588735367;0.0384412437217846;0.0564795090777619;0.0002540600754362;0.0003517754890656;0.0004885770681467
953;Hazard. Erster Band;Eschstruth, Nataly von;1870;f;57068;0.0001577065956402;0.0002277984159248;0.0019450480128968;0.0017347725520431;0.0010513773042685;0.001471928225976;0.0006658722927034;0.0027160580360271;3.5045910142286394e-05;0.0004555968318497;3.5045910142286394e-05;8.761477535571598e-05;0.000245321370996;0.002330553024462;0.0233055302446204;0.0011389920796243;0.0005081656970631;0.0002978902362094;0.0004731197869208;0.0006483493376322;0.000490642741992;0.0005081656970631;0.0013317445854068;0.0027335809910983;0.0022429382491063;0.0022779841592486;1.7522955071143197e-05;0.0205544262984509;0.0021553234737506;0.0007710100231303;0.000122660685498;0.0241466320880353;0.001103946169482;0.0009637625289128;0.0528141865844255;0.0438599565430714;0.0001927525057825;0.0005432116072054;0.00122660685498
954;Hazard. Zweiter Band;Eschstruth, Nataly von;1887;f;51897;0.0001348825558317;0.0001734204289265;0.0015029770506965;0.0011368672562961;0.0007707574618956;0.0020810451471183;0.0005587991598743;0.0018498179085496;5.780680964217585e-05;0.0004239166040426;7.70757461895678e-05;0.0;0.0001348825558317;0.0013488255583174;0.0258203749735052;0.0008478332080852;0.0004239166040426;7.70757461895678e-05;0.0006358749060639;0.0006551438426113;0.0001926893654739;0.0003083029847582;0.0020425072740235;0.00177274216236;0.0021966587664026;0.0024664238780661;1.926893654739195e-05;0.0186908684509701;0.0033527949592461;0.0008285642715378;3.85378730947839e-05;0.0226410004431855;0.0010019847004643;0.0011754051293909;0.0484613754166907;0.0445112434244754;0.000250496175116;0.0003661097944004;0.00088637108118
955;Alraune;Ewers, Hanns Heinz;1899;m;90801;0.0001101309456944;0.0003414059316527;0.0017070296582636;0.001541833239722;0.0006387594850276;0.000671798768736;4.405237827777227e-05;0.0009030737546943;2.2026189138886135e-05;0.0012775189700553;5.506547284721534e-05;2.2026189138886135e-05;9.91178511249876e-05;0.0019823570224997;0.0132267265779011;0.0005836940121804;0.0004074844990693;0.0001541833239722;0.000572680917611;0.0002312749859583;0.0002422880805277;0.0006167332958888;0.0016739903745553;0.0021035010627636;0.0030286010065968;0.0065748174579575;0.0001101309456944;0.011508683825068;0.0032708890871245;0.0006828118633054;0.0001431702294027;0.0138654860629288;0.001343597537472;0.0022026189138886;0.0406493320558143;0.0247354104029691;0.0007929428089999;0.0004184975936388;0.0009801654166804
956;Der Zauberlehrling oder die Teufelsjäger;Ewers, Hanns Heinz;1909;m;102804;0.0002431811991751;0.0005641803820863;0.0009824520446675;0.0016925411462589;0.0004474534064822;0.0006225438698883;5.836348780203105e-05;0.0013423602194467;2.918174390101553e-05;0.0005641803820863;3.89089918680207e-05;9.727247967005175e-06;9.727247967005177e-05;0.001896813353566;0.0155538694992412;0.0007587253414264;0.0008365433251624;4.863623983502587e-05;0.0003599081747791;0.000136181471538;0.0002820901910431;0.0003599081747791;0.0016536321543908;0.0015855414186218;0.0026069024551573;0.005709894556632;0.000165363215439;0.0103887008287615;0.0047955332477335;0.0008365433251624;0.000184817711373;0.0195128594218123;0.0014396326991167;0.0024707209836193;0.0466226995058558;0.0259425703280028;0.0006419983658223;0.0003696354227461;0.0007003618536243
957;Berge und Menschen;Federer, Heinrich;1911;m;148221;3.3733411594848235e-05;0.0002361338811639;0.0017271506736562;0.0012683762759662;0.0003508274805864;0.0012346428643714;4.7226776232787525e-05;0.0019497911901822;6.746682318969647e-06;0.0001349336463793;6.746682318969647e-05;4.048009391381788e-05;3.3733411594848235e-05;0.0021521916597513;0.0177505211812091;0.00065442818494;0.0002901073397156;0.0003103473866726;0.0003440807982674;0.0006004547263882;0.0005532279501555;0.0005464812678365;0.000883815383785;0.0036364617699246;0.001538243568725;0.0029685402203466;0.0001484270110173;0.0177842545928039;0.0031304605960019;0.0008973087484229;0.0004587743976899;0.0152475020408714;0.0007286416904487;0.0017271506736562;0.0409793484054216;0.0355347757740131;0.0011536826765438;0.0002631206104398;0.0006949082788538
958;Ein Kampf ums Recht;Franzos, Karl Emil;1893;m;139886;2.144603462819725e-05;9.293281672218809e-05;0.0004789614400297;0.0005575969003331;0.0001501222423973;0.0004146233361451;3.574339104699541e-05;0.0010008149493158;0.0;0.0002001629898631;0.0;7.148678209399082e-06;5.0040747465793574e-05;0.0011080451224568;0.0225755257852823;0.0006290836824271;0.0002073116680725;5.7189425675192656e-05;3.574339104699541e-05;0.0001429735641879;0.0007363138555681;0.0002287577027007;0.0011580858699226;0.000879287419756;0.0005790429349613;0.0061907553293396;7.148678209399082e-06;0.0136039346324864;0.0023376177744735;0.0004503667271921;0.0006648270734741;0.0080708576984115;0.0001787169552349;0.0019015484037001;0.0223825114736285;0.0361794604177687;0.0002716497719571;9.293281672218809e-05;0.0003574339104699
959;Die drei Getreuen;Frenssen, Gustav;1898;m;119165;1.6783451516804432e-05;0.0003188855788192;0.0015189023622708;0.0016028196198548;0.0003524524818528;0.0004447614651953;8.391725758402215e-05;0.001795829312298;3.3566903033608865e-05;0.0004279780136785;1.6783451516804432e-05;0.0;5.035035455041329e-05;0.0015692527168212;0.016817018419838;0.0018293962153316;0.0005370704485377;0.00020979314396;0.000335669030336;0.000855956027357;0.0007216884152225;0.0008643477531154;0.0025091260017622;0.0023496832123526;0.0026685687911719;0.0027105274199639;0.0001762262409264;0.016212814165233;0.0046657995216716;0.0007300801409809;0.0006125959803633;0.0195778961943523;0.0008643477531154;0.0036252255276297;0.0513657533671799;0.0330298325850711;0.0005874208030881;0.0004699366424705;0.0003860193848865
960;Peter Moors Fahrt nach Südwest;Frenssen, Gustav;1911;m;41419;0.0;0.0005794442164224;0.0046596972403969;0.0018349066853376;0.000120717545088;0.000845022815616;2.4143509017600618e-05;0.0025833554648832;2.4143509017600618e-05;0.0001690045631232;2.4143509017600618e-05;0.0;7.243052705280186e-05;0.0030903691542528;0.011661314855501;0.00120717545088;0.000482870180352;0.0002172915811584;0.0006760182524928;0.0004587266713344;0.0010623143967744;9.657403607040248e-05;0.0005070136893696;0.002897221082112;0.0008691663246336;0.0029937951181824;0.0001690045631232;0.0128684903063811;0.0017141891402496;0.0013520365049856;0.0002172915811584;0.011057727130061;0.0009415968516864;0.0017383326492672;0.0396919288249354;0.0245298051618822;0.0005553007074048;0.0007001617615104;0.0001690045631232
961;Jörn Uhl;Frenssen, Gustav;1901;m;140789;1.4205655271363527e-05;0.0003409357265127;0.002386550085589;0.0016123418732997;0.0002485989672488;0.0003764498646911;0.0001420565527136;0.0013495372507795;2.1308482907045294e-05;0.0004474781410479;0.0;2.1308482907045294e-05;6.392544872113589e-05;0.0014915938034931;0.0169260382558296;0.0013069202849654;0.0002983187606986;0.0001633650356206;0.0002485989672488;0.0004048611752338;0.0010796298006236;0.000646357314847;0.0022160822223327;0.0020598200143477;0.0022800076710538;0.0032530950571422;0.0002414961396131;0.0150579945876453;0.0027843084331872;0.000646357314847;0.0003480385541484;0.0136303262328733;0.0006605629701184;0.0029476734688079;0.0404790146957503;0.0319840328434749;0.000511403589769;0.0003409357265127;0.0004048611752338
962;Die Berliner Range. Lotte Bach's Hochzeitsreise. Band X.;Georgy, Ernst;1898;m;38053;0.0001576748219588;0.0003153496439176;0.0005781410138491;0.001497910808609;0.0006832575618216;0.0009986072057393;0.0;0.0010511654797256;0.0;0.0002102330959451;5.255827398628229e-05;0.0;5.255827398628229e-05;0.0018920978635061;0.0240454103487241;0.0005255827398628;0.0004204661918902;0.0008934906577667;0.0003941870548971;0.0001839539589519;0.0001576748219588;0.0002890705069245;0.0022862849184032;0.0014453525346227;0.0015241899456021;0.0024965180143484;5.255827398628229e-05;0.0158725987438572;0.0029432633432318;0.0003416287809108;0.0001839539589519;0.0053609439466007;0.0004993036028696;0.0021286100964444;0.0271200693769216;0.0399180090925814;0.0005255827398628;0.0005781410138491;0.0003153496439176
963;Die Berliner Range. Frau Lotte in Rußland. Band XI.;Georgy, Ernst;1899;m;44356;0.0003832626927585;0.0004283524213184;0.0004734421498782;0.0012399675353954;0.0005861664712778;0.0006988907926774;0.0;0.0007439805212372;0.0001352691856795;9.017945711966816e-05;9.017945711966816e-05;2.2544864279917036e-05;4.508972855983407e-05;0.0015781404995941;0.0220939669943186;0.0005636216069979;0.0006087113355577;0.0001352691856795;0.0008341599783569;0.0001578140499594;0.0001352691856795;0.0001803589142393;0.0025475696636306;0.0024123004779511;0.0022544864279917;0.0036748128776264;0.0;0.0144512580034268;0.0034268193705473;0.0004283524213184;6.763459283975111e-05;0.0060645684912976;0.0008341599783569;0.0036748128776264;0.0308413743349265;0.0365452249977455;0.0004734421498782;0.000247993507079;0.0003156280999188
964;Die Berliner Range. Lotte als Mutter! Band XII.;Georgy, Ernst;1900;m;40728;4.910626595953644e-05;0.0001473187978786;0.0002209781968179;0.0008839127872716;0.0002455313297976;0.0007857002553525;0.0;0.0005156157925751;2.455313297976822e-05;4.910626595953644e-05;2.455313297976822e-05;0.0;0.0;0.0017187193085837;0.0296847377725397;0.0003928501276762;9.821253191907288e-05;4.910626595953644e-05;0.0003928501276762;9.821253191907288e-05;0.0001473187978786;0.0003191907287369;0.0016450599096444;0.0006874877234335;0.0022834413671184;0.0036829699469652;0.0;0.0179483402082105;0.0017432724415635;0.0002209781968179;0.0001227656648988;0.0058927519151443;0.0004910626595953;0.0011539972500491;0.0204036535061873;0.0476330779807503;0.0002209781968179;0.0003191907287369;0.0003682969946965
965;Die Berliner Range - Neue Bekenntnisse. Band I.;Georgy, Ernst;1900;m;49004;6.121949228634397e-05;0.0003265039588605;0.00083666639458;0.0015508938045873;0.0002448779691453;0.001020324871439;0.0001632519794302;0.0005917884254346;8.162598971512529e-05;0.0008162598971512;6.121949228634397e-05;0.0;2.040649742878132e-05;0.0015713003020161;0.0239164149865317;0.0004285364460044;0.0004897559382907;0.0003877234511468;0.0003469104562892;6.121949228634397e-05;0.0001020324871439;0.000653007917721;0.0016121132968737;0.0022039017223083;0.0021630887274508;0.0040812994857562;2.040649742878132e-05;0.0193657660599134;0.0022243082197371;0.0005713819280058;8.162598971512529e-05;0.007836095012652;0.0006734144151497;0.0008978858868663;0.0280997469594318;0.0432821810464451;0.0008162598971512;0.0004489429434331;0.0006938209125785
966;Die Berliner Range - Neue Bekenntnisse. Band II.;Georgy, Ernst;1900;m;45397;2.2027887305328548e-05;0.0003083904222745;0.0005947529572438;0.0020045377447848;0.0006828645064651;0.0011895059144877;6.608366191598564e-05;0.0006167808445491;0.0;0.0002863625349692;0.0;0.0;6.608366191598564e-05;0.0019164261955635;0.0195607639271317;0.0002643346476639;0.0005066414080225;0.0002423067603586;0.0004185298588012;0.0002202788730532;2.2027887305328548e-05;0.0001762230984426;0.0031059321100513;0.0017842588717316;0.002621318589334;0.0038769081657378;2.2027887305328548e-05;0.0164548318170804;0.0032601273211886;0.0007930039429918;2.2027887305328548e-05;0.007643676894949;0.001343701125625;0.0016961473225102;0.0318963808181157;0.0360155957442121;0.0004625856334118;0.0005506971826332;0.0006608366191598
967;Die Berliner Range - Neue Bekenntnisse. Band III.;Georgy, Ernst;1900;m;35086;8.550418970529555e-05;0.000598529327937;0.0007410363107792;0.0010260502764635;0.0002850139656843;0.0008835432936213;8.550418970529555e-05;0.0007125349142107;0.0;0.0003705181553896;0.0001140055862737;5.700279313686371e-05;2.8501396568431854e-05;0.0020235991563586;0.0194664538562389;0.0005130251382317;0.0002280111725474;8.550418970529555e-05;0.0001710083794105;0.0001140055862737;0.0001425069828421;0.0005415265348002;0.0019950977597902;0.0021946075357692;0.0018240893803796;0.0030781508293906;2.8501396568431854e-05;0.0157042695092059;0.0023941173117482;0.0003420167588211;0.000199509775979;0.0050732485891808;0.0004845237416633;0.0026791312774325;0.0260217750669782;0.0351707233654449;0.0006555321210739;0.0004275209485264;0.000199509775979
968;Die Berliner Range - Neue Bekenntnisse. Band IV.;Georgy, Ernst;1900;m;36240;0.0001655629139072;0.0003587196467991;0.0005518763796909;0.0016280353200883;0.0001655629139072;0.0011313465783664;0.0;0.0012969094922737;2.759381898454746e-05;5.518763796909492e-05;0.0;0.0;8.278145695364238e-05;0.0015452538631346;0.0233995584988962;0.0004415011037527;0.0004966887417218;0.0002759381898454;0.0004690949227373;0.0001103752759381;5.518763796909492e-05;0.0002483443708609;0.0023178807947019;0.0019867549668874;0.0016004415011037;0.0048289183222958;5.518763796909492e-05;0.0174668874172185;0.0033940397350993;0.0004415011037527;2.759381898454746e-05;0.0066225165562913;0.0005794701986754;0.0013520971302428;0.0274834437086092;0.0408664459161147;0.0006622516556291;0.0007174392935982;0.00030353200883
969;Die Berliner Range – Lotte Bach als Braut. Band V.;Georgy, Ernst;1900;m;39027;2.562328644271914e-05;0.000179363005099;0.0005893355881825;0.0017936300509903;0.0002049862915417;0.0006662054475106;0.0;0.0006918287339534;2.562328644271914e-05;0.0002818561508699;5.124657288543828e-05;5.124657288543828e-05;2.562328644271914e-05;0.0020498629154175;0.0313629026058882;0.000179363005099;0.0003331027237553;0.0001281164322135;0.0003843492966407;0.0001537397186563;5.124657288543828e-05;0.0004355958695262;0.001998616342532;0.0012811643221359;0.0017680067645476;0.0050734107156583;5.124657288543828e-05;0.0185256360980859;0.0028698080815845;0.000358726010198;7.686985932815743e-05;0.0094549926973633;0.0004099725830835;0.0009480615983806;0.0275194096394803;0.0498885387039741;0.0005380890152971;0.0005893355881825;0.0005893355881825
970;Die Berliner Range - Berlin, wie es ißt und trinkt. Band VI.;Georgy, Ernst;1901;m;34824;0.0001148633126579;0.0003158741098093;0.0006317482196186;0.0012634964392373;0.0003733057661382;0.0009189065012634;2.8715828164484264e-05;0.0006030323914541;2.8715828164484264e-05;8.614748449345279e-05;2.8715828164484264e-05;0.0;5.743165632896853e-05;0.0009189065012634;0.0213358603262118;0.0002010107971513;0.0005168849069607;0.0001148633126579;0.0006604640477831;0.0002010107971513;0.0;0.0001722949689869;0.0034458993797381;0.0010337698139214;0.0031300252699287;0.0030151619572708;0.0;0.0145589248793935;0.0019526763151849;0.0004881690787962;0.0;0.0047381116471399;0.0016080863772111;0.0009476223294279;0.0245807489087985;0.0358947852056053;0.0004881690787962;0.0004307374224672;0.0001722949689869
971;Die Berliner Range VII - Prosit Brautpaar!;Georgy, Ernst;1900;m;36181;0.0001105552638124;0.0006633315828749;0.0004145822392968;0.0017136065890937;0.0003869434233437;0.0009673585583593;0.0;0.0006080539509687;5.5277631906249135e-05;0.0002487493435781;5.5277631906249135e-05;0.0;5.5277631906249135e-05;0.0016583289571874;0.0237141040877808;0.0003869434233437;0.0002763881595312;0.0001105552638124;0.0003316657914374;0.0001658328957187;0.0001658328957187;0.0001934717116718;0.0022663829081562;0.0012437467178906;0.0020452723805312;0.003565407257953;2.7638815953124567e-05;0.0153948204858903;0.0023769381719687;0.0005251375031093;5.5277631906249135e-05;0.0062463724054061;0.0011055526381249;0.0014924960614687;0.0259528481799839;0.0391089245736712;0.0005527763190624;0.0004698598712031;0.0004698598712031
972;Die Berliner Range VIII - Berlin wie es lebt und liebt;Georgy, Ernst;1901;m;35074;5.702229571762559e-05;0.000456178365741;0.001054912470776;0.0020528026458345;0.0002851114785881;0.0011119347664936;0.0003136226264469;0.0006272452528938;0.0;0.0015966242800935;5.702229571762559e-05;0.0;2.851114785881279e-05;0.0012544905057877;0.0221816730341563;0.000456178365741;0.0005702229571762;0.0002566003307293;0.000456178365741;2.851114785881279e-05;0.0002851114785881;0.0001140445914352;0.0009978901750584;0.0018532246108228;0.0016536465758111;0.0034783600387751;8.55334435764384e-05;0.0162798654273821;0.0027940924901636;0.0007698009921879;0.0002851114785881;0.0074128984432913;0.0007412898443291;0.0010264013229172;0.0286822147459656;0.0384615384615384;0.0007983121400467;0.000912356731482;0.0002566003307293
973;Die Berliner Range. Hochzeitsvorbereitungen. Band IX.;Georgy, Ernst;1900;m;38300;2.6109660574412533e-05;0.0004699738903394;0.0005483028720626;0.0011749347258485;0.0001044386422976;0.0010443864229765;0.0001044386422976;0.0006005221932114;0.0;0.000130548302872;2.6109660574412533e-05;0.0;0.0;0.0019582245430809;0.0287728459530026;0.0007310704960835;0.000443864229765;2.6109660574412533e-05;0.0006266318537859;0.0001566579634464;7.83289817232376e-05;0.0002349869451697;0.0020626631853785;0.0009138381201044;0.0015143603133159;0.0039164490861618;5.2219321148825065e-05;0.0181462140992167;0.0026892950391644;0.0003394255874673;0.0004960835509138;0.0064751958224543;0.0005221932114882;0.0004699738903394;0.0240208877284595;0.0469190600522193;0.0002349869451697;0.0005221932114882;0.0003394255874673
974;Heimisbach;Gfeller, Simon;1911;m;92681;3.2369093989059246e-05;7.552788597447157e-05;0.0004207982218577;0.000215793959927;0.0002050042619307;3.2369093989059246e-05;3.2369093989059246e-05;7.552788597447157e-05;0.0;2.1579395992706163e-05;0.0;1.0789697996353082e-05;0.0;0.0002373733559197;0.0038411324867016;0.0001510557719489;4.3158791985412326e-05;2.1579395992706163e-05;5.394848998176541e-05;4.3158791985412326e-05;0.0001078969799635;3.2369093989059246e-05;0.0006581715777775;0.0002050042619307;0.0013271328535514;3.2369093989059246e-05;9.710728196717772e-05;0.0027082141970846;0.0010142316116571;0.000733699463752;0.0001726351679416;0.0026974244990882;0.0003776394298723;0.0001078969799635;0.0092036123908891;0.0065493466837863;0.0001618454699452;8.631758397082465e-05;0.0008200170477228
975;Masaniello;Glaser, Adolf;1888;m;103132;0.0003005856572159;5.8177869138579685e-05;0.0002327114765543;0.0005236008222472;0.0003975487724469;0.0004169413954931;9.696311523096614e-06;0.000707830741186;9.696311523096614e-06;0.0001454446728464;7.757049218477291e-05;0.0;0.0;0.0008920606601248;0.0234650738858938;0.0006787418066167;0.0002230151650312;0.0001551409843695;5.8177869138579685e-05;0.0001357483613233;6.78741806616763e-05;9.696311523096614e-05;0.000804793856417;0.0003975487724469;0.0005139045107241;0.0030931233758678;2.9088934569289843e-05;0.0145444672846449;0.0017744250087266;0.0001842299189388;0.0001745336074157;0.0069522553620602;0.0002811930341698;0.0041403250203622;0.0204398246906876;0.0380095411705387;5.8177869138579685e-05;0.0001745336074157;0.0001842299189388
976;Savonarola;Glaser, Adolf;1883;m;125136;0.0001598261091931;6.393044367727913e-05;0.000375591356604;0.0005194348548778;0.0006393044367727;0.000351617440225;3.995652729829945e-05;0.0008231044623449;2.397391637897967e-05;0.0003915739675233;0.0001598261091931;3.995652729829945e-05;1.598261091931978e-05;0.0009030175169415;0.0232626901930699;0.0007991305459659;0.000303669607467;6.393044367727913e-05;0.0001518348037335;0.0001278608873545;0.0001518348037335;0.0001917913310318;0.0008470783787239;0.0005993479094744;0.0007591740186676;0.0021896176959468;3.995652729829945e-05;0.0153992456207646;0.0018619741721007;0.0001917913310318;0.0001198695818948;0.0061453138984784;0.0001038869709755;0.0052982355197545;0.0222637770106124;0.0386619358138345;0.0001198695818948;0.0002157652474108;0.0001278608873545
977;Schlitzwang;Glaser, Adolf;1878;m;67994;1.4707180045298117e-05;2.941436009059623e-05;0.001088331323352;0.0007059446421743;0.0003676795011324;0.0003382651410418;0.0001764861605435;0.0007353590022649;0.0;0.0002647292408153;8.824308027178869e-05;4.4121540135894345e-05;0.0;0.0010589169632614;0.020869488484278;0.000941259522899;0.00025002206077;7.353590022649057e-05;0.0001470718004529;0.0003235579609965;0.0002647292408153;0.0004265082213136;0.0007059446421743;0.0007059446421743;0.0002353148807247;0.0031326293496484;0.0002794364208606;0.0135747271818101;0.0014560108244845;0.0001911933405888;0.0014118892843486;0.0074418331029208;0.0003823866811777;0.0032208724299202;0.0233697090919787;0.0344442156660881;0.0001176574403623;0.0001764861605435;0.0002647292408153
978;Wulfhilde;Glaser, Adolf;1880;m;99125;6.0529634300126105e-05;4.03530895334174e-05;0.0006456494325346;0.0007364438839848;0.0003329129886506;0.0003934426229508;8.07061790668348e-05;0.0004438839848675;0.0;0.000484237074401;5.044136191677175e-05;4.03530895334174e-05;2.01765447667087e-05;0.0010491803278688;0.0208322824716267;0.0012105926860025;0.0002118537200504;0.0001109709962168;0.0001008827238335;0.0001916771752837;0.0007061790668348;0.0003026481715006;0.0010390920554854;0.0006759142496847;0.0005851197982345;0.002279949558638;6.0529634300126105e-05;0.0178158890290037;0.0014930643127364;0.0002522068095838;0.0006355611601513;0.0076368221941992;0.0002320302648171;0.0061437578814627;0.025967213114754;0.0386481715006305;0.000201765447667;0.0003127364438839;0.0001412358133669
979;Zeitgeist und Berner Geist;Gotthelf, Jeremias;1852;m;201997;5.940682287360704e-05;0.0002029733114848;0.000717832443056;0.0008019921087936;0.000148517057184;0.0006980301687648;1.9802274291202345e-05;0.0005594142487264;0.0;4.950568572800586e-05;1.9802274291202345e-05;1.485170571840176e-05;2.475284286400293e-05;0.0007871404030752;0.0157230057872146;0.0005891176601632;0.0003019846829408;6.93079600192082e-05;0.0001138630771744;0.0001188136457472;0.0002871329772224;0.0001683193314752;0.0007277335802016;0.0005297108372896;0.000816843814512;0.0018812160576642;0.0001831710371936;0.0121437447090798;0.0011534824774625;0.00037129264296;0.0002376272914944;0.0064010851646311;0.0005396119744352;0.0019505240176834;0.0186636435194582;0.0278667504962945;0.0001584181943296;0.0002524789972128;0.000717832443056
980;Im Banne des Schwarzen Adlers;Gottschall, Rudolf von;1876;m;181762;0.0002585799011894;0.0001375425006326;0.0010783332049603;0.0014084352064788;0.0004951530022777;0.0004951530022777;0.0002255697010376;0.0014964624068837;1.100340005061564e-05;0.0006767091031128;8.802720040492512e-05;3.3010200151846923e-05;2.7508500126539105e-05;0.0013204080060738;0.02716739472497;0.0008912754040998;0.0001870578008604;0.000126539100582;0.0003080952014172;0.0003356037015437;0.0003466071015943;0.0002420748011135;0.0016505100075923;0.0012653910058207;0.0011663604053652;0.0028443789130841;0.0001595493007339;0.0153442413705835;0.0027673551127298;0.0003080952014172;0.0005666751026067;0.0100901178464145;0.0007537329034671;0.0025197786115909;0.0314367139446088;0.0425116360955535;0.0002640816012147;0.0003521088016197;0.0003466071015943
981;Parasiten;Gottschall, Rudolf von;1906;m;102265;0.0001760132987825;0.0002737984647728;0.0012907641910722;0.000938737593507;0.000332469564367;0.0005182613797486;0.0001955703319806;0.000948516110106;1.9557033198063855e-05;0.0003422480809661;7.822813279225542e-05;1.9557033198063855e-05;2.933554979709578e-05;0.0014667774898547;0.024524519630372;0.0008800664939128;0.0002151273651787;0.0001564562655845;0.0002346843983767;0.0001368992323864;0.0004204762137583;0.0005182613797486;0.0017601329878257;0.0013396567740673;0.0016427907886373;0.002767320197526;4.8892582995159634e-05;0.0140126142864127;0.0025717498655453;0.0002346843983767;0.0005084828631496;0.0079108199286168;0.000616046545739;0.0019850388696034;0.0278101012076468;0.0385371339167848;0.0003031340145699;0.0002346843983767;0.0004009191805603
982;Firnenrausch;Grabein, Paul;1906;m;55556;8.999928000575996e-05;0.0005579955360357;0.0001439988480092;0.0010799913600691;0.0002159982720138;0.0009719922240622;3.5999712002303984e-05;0.0017639858881128;0.0;0.0001799985600115;0.0;3.5999712002303984e-05;0.0001619987040103;0.0018539851681186;0.0245698034415724;0.0013499892000863;0.0004319965440276;8.999928000575996e-05;0.0001619987040103;0.0003239974080207;0.0001799985600115;0.0001439988480092;0.0011519907840737;0.0015119879040967;0.0006659946720426;0.0021599827201382;1.7999856001151992e-05;0.0169918640650874;0.0034199726402188;0.0008639930880552;8.999928000575996e-05;0.0150118799049607;0.0003959968320253;0.0020879832961336;0.0349917200662394;0.0415616675066599;0.0003419972640218;0.000359997120023;0.000593995248038
