;filename;Titel;Autor_normalisiert;Jahr;all_words_count;anteil_abstrakt;ant_narr_abstrakt;ant_narr_konkret;ant_dir_rede;ant_ind_rede;ant_rep;ant_free;abstconc_narr
120;k00100000165;Mitteilungen aus den Memoiren des Satan;Hauff, Wilhelm;1825;90187;0.03557053677359265;0.012117714945181766;0.01928625327355853;0.47760284970746203;0.1065318100441114;0.09571621047968844;0.007945589782396043;13.691.304.096.941.600
121;k00100000166;Lichtenstein;Hauff, Wilhelm;1826;126161;0.03717472118959108;0.013062912987950473;0.023238380809595203;0.4137069462577956;0.08216082233724575;0.08890096562328098;0.01396409233399829;14.927.005.802.654.800
122;k00100000167;Die Bettlerin vom Pont des Arts;Hauff, Wilhelm;1826;36651;0.0479932334724837;0.017843438219493475;0.023407521105141986;0.538652911236391;0.10430694086230116;0.1054481546572935;0.02067879396526145;13.845.704.144.282.500
123;k00100000168;Einhart der Lächler;Hauptmann, Carl;1915;87654;0.04013507655098456;0.016053660969782887;0.01869207949384369;0.14815785387064212;0.047266868545694535;0.06801770323782902;0.019421150710458888;14.857.119.529.547.600
124;k00100000169;Ardinghello und die glückseligen Inseln;Heinse, Wilhelm;1787;102002;0.03747965726162232;0.012494862309905468;0.013289491711193315;0.2981599795553284;0.05831842576028622;0.058190646562739576;0.005136723741374904;13.901.481.435.813.600
125;k00100000171;Faust und Don Juan;Hesekiel, George;1846;78687;0.03507567959129208;0.0139672197902881;0.027669754657436627;0.40388341336028977;0.06330553449583018;0.07939516468705247;0.004317243703142111;14.933.344.803.013.600
126;k00100000172;Briefe, die ihn nicht erreichten;Heyking, Elisabeth von;1903;48118;0.03200465522257783;0.011122103306652278;0.012081422190244924;0.2735738612175394;0.09174116645381013;0.09207818930041152;0.006740456932027813;14.289.806.637.287.400
127;k00100000173;Tschun;Heyking, Elisabeth von;1914;62763;0.02292752099166706;0.008958028359806856;0.012300902357490878;0.16487108592909386;0.09960365562986066;0.08921153348497024;0.0667383990956266;13.194.531.014.441.900
128;k00100000174;Kreuz- und Querzüge des Ritters A bis Z;Hippel, Theodor Gottlieb von;1760;187646;0.03540176715730685;0.011113985030472524;0.008042483712960121;0.3039004674500577;0.10037921830229624;0.0889714761885664;0.015538592480693732;12.454.801.807.336.600
129;k00100000175;Lebensläufe nach aufsteigender Linie;Hippel, Theodor Gottlieb von;1778;320017;0.031301462109825415;0.010031549606395688;0.01096578552393788;0.5816069680052086;0.0948411538836171;0.0955665605471053;0.0057391714471734774;12.542.818.865.439.400
130;k00100000176;Die Elixiere des Teufels;Hoffmann, E. T. A.;1815;106933;0.041268831885386166;0.015121630506245891;0.019184409716954096;0.4226283139457565;0.108948533610783;0.09174613356697514;0.00240160837355571;13.406.881.774.811.000
131;k00100000177;Lebensansichten des Katers Murr;Hoffmann, E. T. A.;1819;134006;0.043281644105487814;0.015867571396614717;0.019252852136306016;0.4701539254676682;0.12679825207443413;0.08889379879216379;0.004713507143909265;13.840.507.792.111.500
132;k00100000179;Fragment von Hyperion;Hölderlin, Friedrich;1795;7024;0.0431378132118451;0.018855864493448383;0.007350591243208694;0.5575252825698989;0.07245687091017251;0.09637120761451518;0.0067816775728732894;11.302.703.739.213.700
133;k00100000180;Hyperions Jugend;Hölderlin, Friedrich;1795;12003;0.05423644088977755;0.019698443579766536;0.009970817120622569;0.6613963900937456;0.09150692598292992;0.07282775989925842;0.0006995942353435008;11.613.973.735.408.500
134;k00100000181;Hyperion oder der Eremit in Griechenland;Hölderlin, Friedrich;1797;48032;0.05406812125249834;0.01576592082616179;0.011979345955249571;0.7269685828294621;0.05426126958127864;0.05736290926832669;0.0042516858631445045;12.448.550.774.526.600
135;k00100000182;Die Familie Seldorf;Huber, Therese;1795;92111;0.05009173714322937;0.018724838498267952;0.014685623336498725;0.1689055436373848;0.07117142830836655;0.08839804439697636;0.014795923064882931;12.927.791.539.048.300
136;k00100000183;Luise;Huber, Therese;1796;39293;0.0593489934593948;0.01983542948889484;0.010369280171260369;0.07250893557667161;0.17014645628105654;0.10973324034521838;0.02508499694882748;12.192.098.274.016.500
137;k00100000184;Klosterberuf;Huber, Therese;1807;46839;0.046606460428275584;0.015170784883720931;0.013747577519379843;0.259031528244052;0.07657641220259816;0.10536782951393957;0.01390307984235878;13.010.186.833.817.600
138;k00100000185;Ellen Percy;Huber, Therese;1822;88631;0.05212623122835125;0.019742338301895087;0.01530141142329508;0.4498728607754064;0.11855851737569405;0.10677790158376428;0.0015428130624839296;1.295.811.832.212.080
139;k00100000189;Die Epigonen;Immermann, Karl;1836;195990;0.03605285983978775;0.014000697130147559;0.015228974056799509;0.34956429959712193;0.10433640962273624;0.09453690474658154;0.00560768514585559;12.820.050.458.944.200
140;k00100000190;Münchhausen;Immermann, Karl;1838;240220;0.03275330946632254;0.01260316298735618;0.01924353918499546;0.3752984839466405;0.08286824691012219;0.08459787822555233;0.00483876614964462;13.300.225.705.032.100
141;k00100000191;Woldemar;Jacobi, Friedrich Heinrich;1779;28609;0.054213708972700905;0.017655239131749198;0.010460124554084285;0.4440683750959925;0.06396655194971415;0.0695696692169857;0.0216160869194232;12.060.720.116.089.200
142;k00100000192;Aus Eduard Allwills Papieren;Jacobi, Friedrich Heinrich;1781;24719;0.05036611513410737;0.017382864201888292;0.011117974058060531;0.5391826522101751;0.09668056713928272;0.0789324437030859;0.009908256880733943;12.724.396.011.647.400
143;k00100000193;Niels Lyhne;Jacobsen, Jens Peter;1880;67649;0.044065692027967895;0.015318520246495984;0.01971190295678544;0.1813144605775164;0.080267979700034;0.07171731163973857;0.06480373761160574;13.759.085.165.529.200
144;k00100000194;Ninive;Janitschek, Maria;1896;45271;0.03892116365885445;0.015298698234160538;0.027175836709010102;0.4457155992502741;0.051083919793471724;0.08236375853166884;0.045390246490080284;13.753.408.974.711.800
145;k00100000195;Die Amazonenschlacht;Janitschek, Maria;1897;17800;0.03280898876404495;0.013472403302911778;0.0273794002607562;0.41427652141937854;0.06002941717227433;0.09266409266409266;0.08599926457069314;14.459.993.481.095.100
146;k00100000196;Einer Mutter Sieg;Janitschek, Maria;1898;32881;0.03643441501170889;0.015113350125944584;0.032531218178894906;0.4406500919028732;0.03980845506433201;0.07086195221050595;0.06510593015381637;14.265.884.559.729.900
147;k00100000197;Die unsichtbare Loge;Jean Paul;1793;149583;0.037236851781285316;0.010474132942401914;0.01340611859110374;0.30202164824465955;0.08383826814042722;0.06346715537483534;0.005538056239619725;1.313.205.798.387.450
148;k00100000198;Hesperus oder 45 Hundsposttage;Jean Paul;1795;246658;0.04197309635203399;0.012017078337591998;0.013644106663172378;0.2465166130760986;0.08612745250083574;0.06558382702136385;0.00933268542164232;13.365.835.244.273.700
149;k00100000199;Leben des Quintus Fixlein;Jean Paul;1796;77252;0.032788795112100665;0.0094450152309883;0.013049982876403684;0.25654694475911244;0.10930454676706426;0.06674662935074742;0.007085582283823105;13.346.292.471.025.100
150;k00100000200;Blumen-, Frucht- und Dornenstücke;Jean Paul;1796;177309;0.03212470884162676;0.010456586006788568;0.01417152867935743;0.2535099566933108;0.10020139292769564;0.06782952256898549;0.008594046652022822;13.114.399.196.008.600
151;k00100000201;Titan;Jean Paul;1800;264009;0.04328640311504532;0.012815788396183926;0.016813045080456945;0.2629108130746765;0.07089600963115603;0.06803596395960265;0.015440424739076569;13.770.096.886.132.200
152;k00100000202;Des Luftschiffers Giannozzo Seebuch;Jean Paul;1801;26612;0.02555238238388697;0.008020496825220005;0.015706806282722512;0.34018417614632124;0.06031928113947041;0.06054233183570721;0.003250167288022177;13.543.629.831.792.300
153;k00100000203;Flegeljahre;Jean Paul;1804;157526;0.034299099831138984;0.010784895494833607;0.01636101613495719;0.31033897315909825;0.10696568884927392;0.07186400751269359;0.0068229688934163145;13.618.060.320.062.100
154;k00100000204;Des Feldpredigers Schmelzle Reise nach Flätz;Jean Paul;1809;18414;0.03187791897469317;0.012682368646896158;0.012300944025936874;0.4005137143381341;0.12994220713695992;0.06132464911476011;0.0027979084487661683;13.426.413.655.001.400
155;k00100000205;Dr. Katzenbergers Badereise;Jean Paul;1809;83381;0.032033676736906484;0.010831592437196077;0.011762020960974671;0.2971263549653251;0.0975269976205487;0.07691525492668443;0.007392568790547273;13.377.778.031.353.700
156;k00100000209;Der grüne Heinrich1 [Erste Fassung];Keller, Gottfried;1854;267412;0.04257849311175265;0.015341314516768413;0.01572782050265599;0.2232751749180764;0.0838688303040442;0.07368044689805384;0.002089504259374067;13.768.401.500.436.100
157;k00100000210;Der grüne Heinrich2 [Zweite Fassung];Keller, Gottfried;1879;250914;0.038714459934479535;0.013729736671589604;0.017547444062414264;0.2965121336000696;0.08671827433243455;0.0754214142819866;0.0020666260763677483;13.774.948.717.799.000
158;k00100000211;Martin Salander;Keller, Gottfried;1886;94692;0.031206437713851225;0.01226378576204385;0.018334095787732697;0.3797130195489797;0.1047049783781852;0.08352989528608701;0.002805475143847611;1.422.153.130.168.570
159;k00100000212;Beate und Mareile;Keyserling, Eduard von;1903;31883;0.043440077784399206;0.015409639585651912;0.033387552435579136;0.33627288265748473;0.02358245188139414;0.061358963561148415;0.04555475736332335;15.208.414.091.259.400
160;k00100000213;Dumala;Keyserling, Eduard von;1907;29265;0.03827097215103367;0.016824619316366734;0.035778937280374824;0.4322680056321565;0.02906405249594857;0.07093329082649237;0.02701841077548418;15.154.800.340.751.800
161;k00100000214;Wellen;Keyserling, Eduard von;1911;44404;0.03814971624178002;0.016413608885139885;0.02948826093069028;0.3989324498435487;0.04349346585680103;0.06587520706791827;0.024645683784281246;14.608.719.246.450.200
162;k00100000215;Abendliche Häuser;Keyserling, Eduard von;1914;46359;0.0388921245065683;0.015922378405274287;0.03529667869137953;0.33764281419122066;0.04812351880018394;0.0681086625871034;0.029500194545647482;14.455.222.042.542.600
163;k00100000216;Bracke;Klabund;1918;34122;0.023328058144305733;0.008417577883226739;0.03041056323499072;0.3526943784255711;0.04258621525925208;0.056312751612746764;0.001406606198768007;16.124.424.592.531.400
164;k00100000218;Die Nachtwachen des Bonaventura;Klingemann, August;1804;38770;0.03069383543977302;0.011761719411067862;0.014554070062616347;0.39917768640960105;0.06698522058006445;0.06785198355372819;0.001555728414268252;13.415.568.201.049.200
165;k00100000219;Fausts Leben, Taten und Höllenfahrt;Klinger, Friedrich Maximilian;1791;64163;0.04303103034459112;0.014936640603936369;0.01933135616069021;0.4031305414450089;0.10335586576536936;0.06678399530685439;0.004239830406783728;1.361.716.823.941.760
166;k00100000220;Geschichte eines Teutschen der neusten Zeit;Klinger, Friedrich Maximilian;1798;77600;0.057512886597938136;0.022623425833054718;0.01053159478435306;0.4828308162041328;0.11331988441197315;0.12054958835396108;0.009868600403467641;12.312.398.306.029.100
167;k00100000221;Benjamin Noldmanns Geschichte der Aufklärung in Abyssinien;Knigge, Adolph Freiherr von;1791;93315;0.03465680758720463;0.012412923200412807;0.004199753461571539;0.16743104450616886;0.13439515719730175;0.1052534443142285;0.004983066800778835;12.732.824.155.032.900
168;k00100000222;Josephs von Wurmbrands ... politisches Glaubensbekenntnis;Knigge, Adolph Freiherr von;1792;20935;0.03907332218772391;0.013789706968726915;0.002831814823934991;0.11596887736198593;0.14330410440080688;0.10135441109876084;0.010168375118356592;1.230.112.102.930.310
169;k00100000223;Die Reise nach Braunschweig;Knigge, Adolph Freiherr von;1792;37833;0.03367430550048898;0.012009637828476772;0.01091785257134252;0.2561430967020682;0.10434879821129124;0.0921855785354947;0.0017439910564561207;1.281.207.476.846.620
170;k00100000224;Meister Timpe;Kretzer, Max;1888;78317;0.03204923579810258;0.013708539167254764;0.02037755822159492;0.2348912560548759;0.07014445010348826;0.09673713982293212;0.03154495508284478;14.314.859.209.597.700
171;k00100000225;Der Amerika-Müde;Kürnberger, Ferdinand;1855;170116;0.03015589362552612;0.011163845604603302;0.01315468940316687;0.2986193175868723;0.06966238350959597;0.07601481902539478;0.012724815884080521;1.294.500.634.213.990
172;k00100000226;Der Sonnenwirt;Kurz, Hermann;1854;178199;0.0279406730677501;0.012768481155442884;0.01654785854662589;0.4993501381247642;0.1086084570555434;0.08749609849949455;0.003177102501152981;13.673.953.461.328.700
173;k00100000227;Geschichte des Fräuleins von Sternheim;La Roche, Sophie von;1771;99638;0.07421867159116;0.021649887596520367;0.011362525657316002;0.5397125143354804;0.12691966094972018;0.1112691966094972;0.004337291219356563;12.976.977.568.174.900
174;k00100000228;Rosaliens Briefe an ihre Freundin Mariane von St**;La Roche, Sophie von;1779;220741;0.0628383490153619;0.016226719112838253;0.01939244585564665;0.5121012349581198;0.1067813574755981;0.09096998020755727;0.002182436652894739;1.285.176.645.656.670
175;k00100000229;Erscheinungen am See Oneida;La Roche, Sophie von;1798;102944;0.06412224121852657;0.0184678073038754;0.014152080092886718;0.5107403736433979;0.14493465821540716;0.10206478373493474;0.0020739457442466745;12.614.748.395.294.100
176;k00100000230;Das junge Europa;Laube, Heinrich;1833;179235;0.04580578570033755;0.014943306217625803;0.01869915804838107;0.3737250507142553;0.07203079265553554;0.07918516732157803;0.0031208772502234264;14.046.559.212.517.300
177;k00100000234;Clementine;Lewald, Fanny;1842;33981;0.07156940643300669;0.018985820716174;0.010874789714011054;0.4551846661995797;0.11943248924031627;0.10006505855269744;0.022270043038734862;13.063.876.472.001.900
178;k00100000235;Jenny;Lewald, Fanny;1843;94984;0.06727448833487745;0.01907290254556409;0.010054225033890644;0.3542449656904516;0.1521729380634166;0.1076916177064179;0.012826837691169216;13.862.725.372.796.900
179;k00100000236;Eine Lebensfrage;Lewald, Fanny;1845;92191;0.06359622956687748;0.020146440795459467;0.012672761145530956;0.4618320610687023;0.10955954383305916;0.1050403859305399;0.009629780233998115;13.328.816.125.817.700
180;k00100000237;Diogena;Lewald, Fanny;1847;32019;0.055154751866079516;0.014019553587898912;0.014204021398266002;0.5046748498302429;0.07800992426220946;0.06113867850613738;0.002951162183337686;12.390.954.313.472.300
181;k00100000238;Von Geschlecht zu Geschlecht;Lewald, Fanny;1864;456465;0.04202293713647269;0.014936257748484703;0.01264525183865264;0.24743037480725444;0.14116363388381847;0.1091081989323695;0.023610621748898462;12.910.801.817.668.900
182;k00100000239;Maria;Liebeskind, Margareta Sophia;1784;78610;0.06148072764279354;0.018038102959059586;0.010782326712606405;0.6680849235000861;0.09750515729757607;0.10494026130307718;0.00559781674402613;12.640.224.969.598.600
183;k00100000240;Leben und Lüge;Liliencron, Detlev von;1908;64283;0.030225720641538195;0.010264782600536695;0.016438664639981986;0.1666025394382455;0.06732032213981505;0.08017672579639384;0.0076156611959506985;14.658.508.885.511.300
184;k00100000243;Zwischen Himmel und Erde;Ludwig, Otto;1856;70967;0.039426775825383634;0.015144200683008813;0.016431547140124087;0.12647938691107588;0.09143892351882532;0.1100199039366888;0.04931885629834452;13.592.368.538.683.000
185;k00100000244;Die Heiteretei und ihr Widerspiel;Ludwig, Otto;1857;83885;0.028860940573404062;0.014828264487819641;0.0180705963729114;0.44980004614319774;0.08698954087518265;0.08276936091671153;0.02116819195570253;13.378.223.418.282.300
186;k00100000246;Goldelse;Marlitt, Eugenie;1866;99952;0.04144989595005602;0.016371560444508774;0.028883420980685418;0.35718280262332863;0.09250283855005167;0.069896117541392;0.0301818366689827;15.187.212.170.920.700
187;k00100000247;Das Geheimnis der alten Mamsell;Marlitt, Eugenie;1867;88943;0.04084638476327536;0.016572631281062632;0.03475477104299687;0.3673436553603877;0.06002044215626892;0.06560417928528164;0.04313673531193216;1.535.099.418.100.790
188;k00100000248;Das Heideprinzeßchen;Marlitt, Eugenie;1871;123772;0.03671266522315225;0.015155828486992831;0.033565144305719365;0.4275577580037538;0.06008047637694273;0.06220040778298384;0.022049987172389585;1.513.058.332.316.640
189;k00100000249;Amtmanns Magd;Marlitt, Eugenie;1881;59485;0.031117088341598726;0.013035048471290082;0.03826994780014914;0.3946517447909344;0.0641396957512021;0.05473385259961197;0.08469476703315243;15.452.880.536.912.600
190;k00100000250;Die Frau mit den Karfunkelsteinen;Marlitt, Eugenie;1885;95672;0.03374027928756585;0.013563683146480428;0.03528763095019298;0.4156497584752055;0.06552178964194932;0.058830723002070213;0.061756972772774525;15.719.534.092.997.800
191;k00100000251;Durchs wilde Kurdistan;May, Karl;1892;149835;0.02066272900190209;0.00911304347826087;0.017756521739130438;0.6596345174463523;0.06251149688073201;0.07873063925284729;0.0037210475694937173;13.129.772.173.913.100
